,Product Name,Prices,Description,Ratings,Reviews
0,"APPLE iPhone 13 (Starlight, 256 GB)","₹62,999",256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year,4.6,"2,75,754 Ratings & 13,429 Reviews"
1,"APPLE iPhone 15 Pro (Natural Titanium, 128 GB)","₹1,30,990","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA17 Pro Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.7,408 Ratings & 37 Reviews
2,"APPLE iPhone 11 (White, 64 GB)","₹43,900",64 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty of 1 Year,4.6,"2,04,458 Ratings & 11,509 Reviews"
3,"APPLE iPhone 15 (Pink, 256 GB)","₹82,999","256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.6,"2,659 Ratings & 207 Reviews"
4,"APPLE iPhone 13 (Midnight, 128 GB)","₹52,999",128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year,4.6,"2,75,754 Ratings & 13,429 Reviews"
5,"APPLE iPhone 15 Pro (Blue Titanium, 128 GB)","₹1,30,990","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA17 Pro Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.7,408 Ratings & 37 Reviews
6,"APPLE iPhone 15 Pro (Black Titanium, 256 GB)","₹1,40,990","256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA17 Pro Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.7,408 Ratings & 37 Reviews
7,"APPLE iPhone 14 (Purple, 256 GB)","₹68,999","256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.6,"2,60,599 Ratings & 10,164 Reviews"
8,"APPLE iPhone 11 (Black, 64 GB)","₹43,900",64 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty of 1 Year,4.6,"2,04,458 Ratings & 11,509 Reviews"
9,"APPLE iPhone 13 (Pink, 128 GB)","₹52,999",128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year,4.6,"2,75,754 Ratings & 13,429 Reviews"
10,"APPLE iPhone 15 Plus (Pink, 256 GB)","₹92,999","256 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.7,"1,186 Ratings & 133 Reviews"
11,"APPLE iPhone 15 Pro (White Titanium, 128 GB)","₹1,30,990","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA17 Pro Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.7,408 Ratings & 37 Reviews
12,"APPLE iPhone 15 Pro (Black Titanium, 128 GB)","₹1,30,990","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA17 Pro Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.7,408 Ratings & 37 Reviews
13,"APPLE iPhone 15 Pro Max (Natural Titanium, 256 GB)","₹1,56,900","256 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA17 Pro Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.7,284 Ratings & 25 Reviews
14,"APPLE iPhone 14 (Midnight, 256 GB)","₹68,999","256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.6,"2,60,599 Ratings & 10,164 Reviews"
15,"APPLE iPhone 15 (Blue, 256 GB)","₹82,999","256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.6,"2,659 Ratings & 207 Reviews"
16,"APPLE iPhone 15 Pro Max (Natural Titanium, 1 TB)","₹1,96,900","1 TB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA17 Pro Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.7,284 Ratings & 25 Reviews
17,"APPLE iPhone 15 Plus (Yellow, 128 GB)","₹82,999","128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.7,"1,186 Ratings & 133 Reviews"
18,"APPLE iPhone 15 Pro Max (Natural Titanium, 512 GB)","₹1,76,900","512 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA17 Pro Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.7,284 Ratings & 25 Reviews
19,"APPLE iPhone 13 Pro Max (Gold, 1 TB)","₹1,79,900",1 TB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year,4.6,"2,053 Ratings & 199 Reviews"
20,"APPLE iPhone 15 Pro (White Titanium, 256 GB)","₹1,40,990","256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA17 Pro Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.7,408 Ratings & 37 Reviews
21,"APPLE iPhone 15 Pro Max (White Titanium, 256 GB)","₹1,56,900","256 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA17 Pro Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.7,284 Ratings & 25 Reviews
22,"APPLE iPhone 15 Pro Max (Black Titanium, 256 GB)","₹1,56,900","256 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA17 Pro Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.7,284 Ratings & 25 Reviews
23,"APPLE iPhone 15 Pro (Blue Titanium, 256 GB)","₹1,40,990","256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA17 Pro Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.7,408 Ratings & 37 Reviews
24,"APPLE iPhone 14 ((PRODUCT)RED, 512 GB)","₹88,999","512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.6,"2,60,599 Ratings & 10,164 Reviews"
25,"APPLE iPhone 14 (Blue, 512 GB)","₹88,999","512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.6,"2,60,599 Ratings & 10,164 Reviews"
26,"APPLE iPhone 15 Pro (Natural Titanium, 512 GB)","₹1,61,990","512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA17 Pro Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.7,408 Ratings & 37 Reviews
27,"APPLE iPhone 13 Pro Max (Graphite, 1 TB)","₹1,79,900",1 TB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year,4.6,"2,053 Ratings & 199 Reviews"
28,"APPLE iPhone 13 Pro Max (Sierra Blue, 1 TB)","₹1,79,900",1 TB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year,4.6,"2,053 Ratings & 199 Reviews"
29,"APPLE iPhone 12 (Purple, 256 GB)","₹63,999","256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year",4.6,"2,06,817 Ratings & 13,726 Reviews"
30,"APPLE iPhone 14 (Midnight, 512 GB)","₹88,999","512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.6,"2,60,599 Ratings & 10,164 Reviews"
31,"APPLE iPhone 15 Pro (White Titanium, 512 GB)","₹1,61,990","512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA17 Pro Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.7,408 Ratings & 37 Reviews
32,"APPLE iPhone SE (White, 64 GB)","₹39,900","64 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA13 Bionic Chip with 3rd Gen Neural Engine ProcessorWater and Dust Resistant (1 meter for Upto 30 minutes, IP67)Fast Charge CapableWireless charging (Works with Qi Chargers | Qi Chargers are Sold SeparatelyBrand Warranty of 1 Year",4.5,"1,54,784 Ratings & 12,075 Reviews"
33,"APPLE iPhone 13 (Starlight, 512 GB)","₹82,999",512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year,4.6,"2,75,754 Ratings & 13,429 Reviews"
34,"APPLE iPhone 15 Pro (Blue Titanium, 1 TB)","₹1,80,990","1 TB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA17 Pro Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.7,408 Ratings & 37 Reviews
35,"APPLE iPhone 13 Pro (Silver, 1 TB)","₹1,69,900",1 TB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year,4.7,"1,587 Ratings & 126 Reviews"
36,"APPLE iPhone 12 (White, 128 GB)","₹49,999","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year",4.6,"2,06,817 Ratings & 13,726 Reviews"
37,"APPLE iPhone 15 Pro Max (White Titanium, 1 TB)","₹1,96,900","1 TB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA17 Pro Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.7,284 Ratings & 25 Reviews
38,"APPLE iPhone 13 (Blue, 256 GB)","₹62,999",256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year,4.6,"2,75,754 Ratings & 13,429 Reviews"
39,"APPLE iPhone 15 Plus (Pink, 512 GB)","₹1,12,999","512 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.7,"1,186 Ratings & 133 Reviews"
40,"APPLE iPhone 14 (Purple, 512 GB)","₹88,999","512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.6,"2,60,599 Ratings & 10,164 Reviews"
41,"APPLE iPhone 15 Pro Max (Black Titanium, 512 GB)","₹1,76,900","512 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA17 Pro Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.7,284 Ratings & 25 Reviews
42,"APPLE iPhone 13 Pro Max (Alpine Green, 1 TB)","₹1,79,900",1 TB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year,4.6,"2,053 Ratings & 199 Reviews"
43,"APPLE iPhone 15 Pro Max (Black Titanium, 1 TB)","₹1,96,900","1 TB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA17 Pro Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.7,284 Ratings & 25 Reviews
44,"APPLE iPhone 15 (Black, 512 GB)","₹1,02,999","512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.6,"2,659 Ratings & 207 Reviews"
45,"APPLE iPhone 15 Pro Max (White Titanium, 512 GB)","₹1,76,900","512 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA17 Pro Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.7,284 Ratings & 25 Reviews
46,"APPLE iPhone 11 (Red, 64 GB)","₹43,900",64 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty of 1 Year,4.6,"2,04,458 Ratings & 11,509 Reviews"
47,"APPLE iPhone 13 ((PRODUCT)RED, 512 GB)","₹82,999",512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year,4.6,"2,75,754 Ratings & 13,429 Reviews"
48,"APPLE iPhone 13 (Blue, 512 GB)","₹82,999",512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year,4.6,"2,75,754 Ratings & 13,429 Reviews"
49,"APPLE iPhone 14 Plus (Starlight, 512 GB)","₹96,999","512 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.6,"58,235 Ratings & 3,417 Reviews"
50,"APPLE iPhone 15 (Blue, 512 GB)","₹1,02,999","512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.6,"2,659 Ratings & 207 Reviews"
51,"APPLE iPhone 15 (Pink, 512 GB)","₹1,02,999","512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.6,"2,659 Ratings & 207 Reviews"
52,"APPLE iPhone 11 (White, 64 GB)","₹43,900",64 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty of 1 Year,4.6,"2,04,458 Ratings & 11,509 Reviews"
53,"APPLE iPhone 14 (Starlight, 512 GB)","₹88,999","512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.6,"2,60,599 Ratings & 10,164 Reviews"
54,"APPLE iPhone 15 Plus (Green, 512 GB)","₹1,12,999","512 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.7,"1,186 Ratings & 133 Reviews"
55,"APPLE iPhone 15 Pro Max (Blue Titanium, 512 GB)","₹1,76,900","512 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA17 Pro Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.7,284 Ratings & 25 Reviews
56,"APPLE iPhone 15 Plus (Yellow, 512 GB)","₹1,12,999","512 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.7,"1,186 Ratings & 133 Reviews"
57,"APPLE iPhone 15 Pro (Natural Titanium, 1 TB)","₹1,80,990","1 TB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA17 Pro Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.7,408 Ratings & 37 Reviews
58,"APPLE iPhone 15 (Black, 256 GB)","₹82,999","256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.6,"2,659 Ratings & 207 Reviews"
59,"APPLE iPhone 15 Pro (White Titanium, 1 TB)","₹1,80,990","1 TB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA17 Pro Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.7,408 Ratings & 37 Reviews
60,"APPLE iPhone 12 (Blue, 256 GB)","₹63,999","256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year",4.6,"2,06,817 Ratings & 13,726 Reviews"
61,"APPLE iPhone 15 (Yellow, 512 GB)","₹1,02,999","512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.6,"2,659 Ratings & 207 Reviews"
62,"APPLE iPhone 11 Pro Max (Space Grey, 64 GB)","₹1,17,100",64 GB ROM16.51 cm (6.5 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year,4.7,"1,103 Ratings & 100 Reviews"
63,"APPLE iPhone 15 Pro (Black Titanium, 1 TB)","₹1,80,990","1 TB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA17 Pro Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.7,408 Ratings & 37 Reviews
64,"APPLE iPhone 11 Pro Max (Midnight Green, 64 GB)","₹1,09,900",64 GB ROM16.51 cm (6.5 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year,4.7,"1,103 Ratings & 100 Reviews"
65,"APPLE iPhone 15 Pro (Black Titanium, 512 GB)","₹1,61,990","512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA17 Pro Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.7,408 Ratings & 37 Reviews
66,"APPLE iPhone 15 (Green, 512 GB)","₹1,02,999","512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.6,"2,659 Ratings & 207 Reviews"
67,"APPLE iPhone 13 (Green, 512 GB)","₹82,999",512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year,4.6,"2,75,754 Ratings & 13,429 Reviews"
68,"APPLE iPhone 12 (Black, 256 GB)","₹63,999","256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year",4.6,"2,06,817 Ratings & 13,726 Reviews"
69,"APPLE iPhone 13 (Midnight, 512 GB)","₹82,999",512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year,4.6,"2,75,754 Ratings & 13,429 Reviews"
70,"APPLE iPhone 15 Pro (Blue Titanium, 512 GB)","₹1,61,990","512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA17 Pro Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.7,408 Ratings & 37 Reviews
71,"APPLE iPhone 6 Plus (Silver, 64 GB)","₹48,999",64 GB ROM13.97 cm (5.5 inch) Retina HD Display8MP Rear Camera | 1.2MP Front CameraA8 Chip with 64-bit Architecture and M8 Motion Co-processor1 Year Manufacturer Warranty,4.5,"1,674 Ratings & 199 Reviews"
72,"APPLE iPhone 8 (Silver, 64 GB)","₹39,900","64 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor ProcessoriOS 13 CompatibleBrand Warranty of 1 Year",4.5,"11,394 Ratings & 802 Reviews"
73,"APPLE iPhone 5s (Silver, 16 GB)","₹25,000",16 GB ROM10.16 cm (4 inch) Retina Display8MP Rear Camera | 1.2MP Front CameraApple A7 64-bit processor and M7 Motion Co-processor1 Year Manufacturer Warranty,4.4,"62,791 Ratings & 7,329 Reviews"
74,"APPLE iPhone XS Max (Space Grey, 64 GB)","₹1,09,900",64 GB ROM16.51 cm (6.5 inch) Super Retina HD Display12MP + 12MP | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 Compatible1 Year Limited Warranty for Products and Accessories,4.6,"1,454 Ratings & 146 Reviews"
75,"APPLE iPhone 14 (Yellow, 256 GB)","₹68,999","256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.6,"2,60,599 Ratings & 10,164 Reviews"
76,"APPLE iPhone 5s (Space Grey, 16 GB)","₹25,000",16 GB ROM10.16 cm (4 inch) Retina Display8MP Rear Camera | 1.2MP Front CameraApple A7 64-bit processor and M7 Motion Co-processor1 Year Manufacturer Warranty,4.4,"62,791 Ratings & 7,329 Reviews"
77,"APPLE iPhone 8 (Silver, 256 GB)","₹77,000","256 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor ProcessorBrand Warranty of 1 Year",4.5,"11,394 Ratings & 802 Reviews"
78,"APPLE iPhone 8 (Space Grey, 256 GB)","₹77,000","256 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor ProcessorBrand Warranty of 1 Year",4.5,"11,394 Ratings & 802 Reviews"
79,"APPLE iPhone 8 (Gold, 256 GB)","₹77,000","256 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor ProcessorBrand Warranty of 1 Year",4.5,"11,394 Ratings & 802 Reviews"
80,"APPLE iPhone 8 Plus (Silver, 64 GB)","₹49,900","64 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP + 12MP | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor ProcessorBrand Warranty of 1 Year",4.6,"3,443 Ratings & 355 Reviews"
81,"APPLE iPhone 8 Plus (Space Grey, 64 GB)","₹49,900","64 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP + 12MP | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor ProcessorBrand Warranty of 1 Year",4.6,"3,443 Ratings & 355 Reviews"
82,"APPLE iPhone 8 Plus (Space Grey, 256 GB)","₹84,900","256 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP + 12MP | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor ProcessorBrand Warranty of 1 Year",4.6,"3,443 Ratings & 355 Reviews"
83,"APPLE iPhone 8 Plus (Silver, 256 GB)","₹84,900","256 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP + 12MP | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor ProcessorBrand Warranty of 1 Year",4.6,"3,443 Ratings & 355 Reviews"
84,"APPLE iPhone 8 (Gold, 64 GB)","₹39,900","64 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor ProcessoriOS 13 CompatibleBrand Warranty of 1 Year",4.5,"11,394 Ratings & 802 Reviews"
85,"APPLE iPhone 8 Plus (Gold, 64 GB)","₹49,900","64 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP + 12MP | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor ProcessorBrand Warranty of 1 Year",4.6,"3,443 Ratings & 355 Reviews"
